Dictionary,Outcome,Aggregation,Recession_Definition,Model_Code,Model,N_Quarters,R_squared,Durbin_Watson,Variable,Coefficient,HAC_SE,HAC_p_value,CI_low,CI_high
Harvard,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.589879,1.376447,Decade_1960s,-0.185515,0.032327,0.0,-0.249171,-0.121858
Harvard,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.589879,1.376447,Decade_1970s,-0.18619,0.030151,0.0,-0.245562,-0.126818
Harvard,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.589879,1.376447,Decade_1980s,-0.203057,0.02856,0.0,-0.259297,-0.146817
Harvard,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.589879,1.376447,Decade_1990s,-0.176568,0.028798,0.0,-0.233275,-0.11986
Harvard,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.589879,1.376447,Decade_2000s,-0.060082,0.035907,0.095483,-0.13079,0.010625
Harvard,Neg,Pooled words,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.589879,1.376447,Decade_2010s,0.077024,0.053558,0.151602,-0.028441,0.182489
Harvard,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.125098,0.620815,const,0.527115,0.030147,0.0,0.467756,0.586474
Harvard,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.125098,0.620815,Recession,0.017972,0.044924,0.689443,-0.070484,0.106428
Harvard,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.125098,0.620815,Time_Trend,0.000933,0.000332,0.005394,0.000278,0.001587
Harvard,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.125098,0.620815,Post1973,-0.133808,0.044579,0.002944,-0.221585,-0.046031
Harvard,Neg,Pooled words,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.125098,0.620815,Recession_x_Post1973,-0.012917,0.051181,0.800945,-0.113693,0.087859
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,const,0.693942,0.031031,0.0,0.632835,0.75505
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Recession,-0.002365,0.019222,0.902163,-0.040218,0.035487
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Decade_1950s,-0.049377,0.028514,0.084524,-0.105527,0.006772
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Decade_1960s,-0.187695,0.034708,0.0,-0.256044,-0.119346
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Decade_1970s,-0.186383,0.033414,0.0,-0.252184,-0.120582
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Decade_1980s,-0.203302,0.03695,0.0,-0.276065,-0.130539
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Decade_1990s,-0.176167,0.036831,3e-06,-0.248695,-0.103638
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Decade_2000s,-0.060457,0.043114,0.16205,-0.145359,0.024446
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Decade_2010s,0.077813,0.058162,0.182125,-0.036722,0.192348
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Post1973,-0.003761,0.023026,0.870369,-0.049104,0.041581
Harvard,Neg,Pooled words,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.590286,1.379657,Recession_x_Post1973,0.013096,0.027132,0.629733,-0.040333,0.066525
Harvard,Pos,Pooled words,Any month (48 quarters),A,A. Recession only,268,0.00362,0.135341,const,2.20381,0.04853,0.0,2.108257,2.299362
Harvard,Pos,Pooled words,Any month (48 quarters),A,A. Recession only,268,0.00362,0.135341,Recession,-0.055421,0.097048,0.568436,-0.246502,0.13566
Harvard,Pos,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.461717,0.24291,const,1.771222,0.080287,0.0,1.613141,1.929302
Harvard,Pos,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.461717,0.24291,Recession,0.033453,0.077488,0.666299,-0.119118,0.186023
Harvard,Pos,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.461717,0.24291,Time_Trend,0.003121,0.000431,0.0,0.002273,0.003969
Harvard,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.790006,0.671508,const,2.072507,0.059198,0.0,1.955937,2.189078
Harvard,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.790006,0.671508,Recession,0.010877,0.042992,0.800474,-0.073782,0.095535
Harvard,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.790006,0.671508,Decade_1950s,0.074513,0.058917,0.207108,-0.041503,0.19053
Harvard,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.790006,0.671508,Decade_1960s,-0.181636,0.096153,0.060004,-0.370976,0.007705
Harvard,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.790006,0.671508,Decade_1970s,-0.325713,0.067636,2e-06,-0.4589,-0.192527
Harvard,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.790006,0.671508,Decade_1980s,0.056197,0.074361,0.450497,-0.090233,0.202627
Harvard,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.790006,0.671508,Decade_1990s,0.290573,0.059456,2e-06,0.173494,0.407652
Harvard,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.790006,0.671508,Decade_2000s,0.570031,0.082856,0.0,0.406874,0.733188
Harvard,Pos,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.790006,0.671508,Decade_2010s,0.632403,0.071604,0.0,0.491403,0.773402
Harvard,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.495468,0.262316,const,1.735252,0.081305,0.0,1.57516,1.895344
Harvard,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.495468,0.262316,Recession,0.128791,0.138973,0.354913,-0.14485,0.402433
Harvard,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.495468,0.262316,Time_Trend,0.004289,0.000786,0.0,0.002741,0.005836
Harvard,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.495468,0.262316,Post1973,-0.196394,0.147937,0.185478,-0.487685,0.094898
Harvard,Pos,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.495468,0.262316,Recession_x_Post1973,-0.137756,0.151232,0.363184,-0.435536,0.160023
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,const,2.028426,0.051744,0.0,1.926531,2.130321
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Recession,0.081407,0.052175,0.119925,-0.021337,0.184152
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Decade_1950s,0.104489,0.051755,0.044534,0.002571,0.206406
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Decade_1960s,-0.144607,0.085743,0.09291,-0.313456,0.024241
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Decade_1970s,-0.457335,0.066483,0.0,-0.588256,-0.326414
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Decade_1980s,-0.140246,0.086559,0.106407,-0.3107,0.030209
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Decade_1990s,0.088476,0.07557,0.242774,-0.06034,0.237291
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Decade_2000s,0.373588,0.09435,9.7e-05,0.18779,0.559386
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Decade_2010s,0.427478,0.085082,1e-06,0.259931,0.595024
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Post1973,0.249007,0.063804,0.000122,0.123361,0.374652
Harvard,Pos,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.804958,0.710347,Recession_x_Post1973,-0.108228,0.075062,0.15056,-0.256043,0.039586
Harvard,Neg,Pooled words,Any month (48 quarters),A,A. Recession only,268,0.000292,0.53665,const,0.568484,0.014553,0.0,0.539829,0.597138
Harvard,Neg,Pooled words,Any month (48 quarters),A,A. Recession only,268,0.000292,0.53665,Recession,0.005002,0.026568,0.850817,-0.047309,0.057313
Harvard,Neg,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.024029,0.551128,const,0.537184,0.028573,0.0,0.480924,0.593444
Harvard,Neg,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.024029,0.551128,Recession,0.011432,0.025528,0.654648,-0.038832,0.061696
Harvard,Neg,Pooled words,Any month (48 quarters),B,B. + linear time trend,268,0.024029,0.551128,Time_Trend,0.000226,0.000212,0.287781,-0.000192,0.000643
Harvard,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.589864,1.376089,const,0.689782,0.028383,0.0,0.63389,0.745674
Harvard,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.589864,1.376089,Recession,0.005237,0.013319,0.694496,-0.020991,0.031465
Harvard,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.589864,1.376089,Decade_1950s,-0.04662,0.026703,0.08202,-0.099202,0.005963
Harvard,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.589864,1.376089,Decade_1960s,-0.184295,0.032392,0.0,-0.248081,-0.120509
Harvard,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.589864,1.376089,Decade_1970s,-0.18506,0.030105,0.0,-0.244343,-0.125778
Harvard,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.589864,1.376089,Decade_1980s,-0.201935,0.028423,0.0,-0.257904,-0.145966
Harvard,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.589864,1.376089,Decade_1990s,-0.175356,0.028659,0.0,-0.23179,-0.118921
Harvard,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.589864,1.376089,Decade_2000s,-0.058822,0.035737,0.100988,-0.129195,0.011551
Harvard,Neg,Pooled words,Any month (48 quarters),C,C. + decade fixed effects,268,0.589864,1.376089,Decade_2010s,0.078212,0.053347,0.143833,-0.026837,0.18326
Harvard,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.134629,0.631432,const,0.519465,0.030052,0.0,0.460293,0.578638
Harvard,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.134629,0.631432,Recession,0.047487,0.046809,0.311288,-0.044682,0.139656
Harvard,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.134629,0.631432,Time_Trend,0.000948,0.000331,0.004578,0.000295,0.0016
Harvard,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.134629,0.631432,Post1973,-0.128447,0.044563,0.004273,-0.216193,-0.040702
Harvard,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.134629,0.631432,Recession_x_Post1973,-0.045463,0.052214,0.384713,-0.148274,0.057348
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,const,0.691805,0.030502,0.0,0.63174,0.75187
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Recession,0.002,0.018818,0.915451,-0.035058,0.039058
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Decade_1950s,-0.047995,0.028156,0.089472,-0.103441,0.00745
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Decade_1960s,-0.185994,0.034577,0.0,-0.254084,-0.117905
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Decade_1970s,-0.185701,0.034102,0.0,-0.252856,-0.118547
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Decade_1980s,-0.20247,0.037602,0.0,-0.276517,-0.128422
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Decade_1990s,-0.175564,0.037557,5e-06,-0.249523,-0.101604
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Decade_2000s,-0.059356,0.043664,0.175218,-0.145341,0.026629
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Decade_2010s,0.078167,0.058636,0.183681,-0.037301,0.193634
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Post1973,-0.001978,0.023872,0.934013,-0.048987,0.045031
Harvard,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.589939,1.377189,Recession_x_Post1973,0.005413,0.026343,0.837368,-0.046464,0.057289
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),A,A. Recession only,268,0.008077,0.183769,const,1.274345,0.040791,0.0,1.194031,1.35466
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),A,A. Recession only,268,0.008077,0.183769,Recession,-0.075277,0.087372,0.3897,-0.247306,0.096752
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),B,B. + linear time trend,268,0.716085,0.637466,const,0.821137,0.042391,0.0,0.73767,0.904604
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),B,B. + linear time trend,268,0.716085,0.637466,Recession,-0.014931,0.042881,0.727961,-0.099362,0.069499
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),B,B. + linear time trend,268,0.716085,0.637466,Time_Trend,0.003324,0.00022,0.0,0.00289,0.003758
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.839535,1.167752,const,0.845395,0.015089,0.0,0.815683,0.875107
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.839535,1.167752,Recession,-0.021476,0.026386,0.416439,-0.073436,0.030483
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.839535,1.167752,Decade_1950s,0.227069,0.02434,0.0,0.179139,0.275
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.839535,1.167752,Decade_1960s,0.180658,0.041519,1.9e-05,0.098899,0.262416
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.839535,1.167752,Decade_1970s,0.120252,0.021241,0.0,0.078425,0.162079
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.839535,1.167752,Decade_1980s,0.427751,0.045239,0.0,0.338669,0.516833
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.839535,1.167752,Decade_1990s,0.601132,0.02461,0.0,0.552672,0.649592
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.839535,1.167752,Decade_2000s,0.818174,0.032789,0.0,0.753608,0.882741
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.839535,1.167752,Decade_2010s,0.88488,0.029119,0.0,0.827539,0.942221
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.735898,0.689507,const,0.806884,0.041081,0.0,0.725994,0.887774
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.735898,0.689507,Recession,-0.002165,0.076596,0.977476,-0.152984,0.148655
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.735898,0.689507,Time_Trend,0.004179,0.000413,0.0,0.003366,0.004992
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.735898,0.689507,Post1973,-0.161699,0.081965,0.049566,-0.32309,-0.000309
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.735898,0.689507,Recession_x_Post1973,-0.005561,0.085415,0.94814,-0.173745,0.162623
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,const,0.833223,0.017698,0.0,0.798371,0.868075
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Recession,0.010982,0.022916,0.632173,-0.034145,0.05611
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Decade_1950s,0.234373,0.025314,0.0,0.184524,0.284221
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Decade_1960s,0.189584,0.040507,5e-06,0.109816,0.269352
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Decade_1970s,0.0725,0.020632,0.000521,0.031871,0.113128
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Decade_1980s,0.359312,0.051935,0.0,0.25704,0.461584
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Decade_1990s,0.530603,0.036076,0.0,0.459561,0.601646
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Decade_2000s,0.750153,0.041747,0.0,0.667944,0.832362
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Decade_2010s,0.813098,0.039513,0.0,0.735287,0.890908
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Post1973,0.083955,0.026938,0.002038,0.030907,0.137002
Loughran-McDonald,Pos,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.841988,1.189904,Recession_x_Post1973,-0.049175,0.045507,0.280886,-0.138788,0.040439
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),A,A. Recession only,268,0.012759,0.938303,const,0.468593,0.007572,0.0,0.453685,0.483502
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),A,A. Recession only,268,0.012759,0.938303,Recession,0.024968,0.01961,0.204058,-0.013643,0.063579
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),B,B. + linear time trend,268,0.013361,0.939187,const,0.465108,0.021784,0.0,0.422216,0.507999
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),B,B. + linear time trend,268,0.013361,0.939187,Recession,0.025432,0.019371,0.190362,-0.012709,0.063574
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),B,B. + linear time trend,268,0.013361,0.939187,Time_Trend,2.6e-05,0.000136,0.851365,-0.000243,0.000294
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.368359,1.506935,const,0.662071,0.011509,0.0,0.639409,0.684734
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.368359,1.506935,Recession,0.020064,0.011796,0.090154,-0.003164,0.043291
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.368359,1.506935,Decade_1950s,-0.16425,0.01673,0.0,-0.197195,-0.131305
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.368359,1.506935,Decade_1960s,-0.23263,0.013943,0.0,-0.260086,-0.205174
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.368359,1.506935,Decade_1970s,-0.225237,0.017455,0.0,-0.259608,-0.190866
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.368359,1.506935,Decade_1980s,-0.238401,0.014207,0.0,-0.266378,-0.210424
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.368359,1.506935,Decade_1990s,-0.198391,0.013809,0.0,-0.225583,-0.171198
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.368359,1.506935,Decade_2000s,-0.163839,0.02291,0.0,-0.208954,-0.118725
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),C,C. + decade fixed effects,268,0.368359,1.506935,Decade_2010s,-0.136809,0.021124,0.0,-0.178405,-0.095212
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.04781,0.970237,const,0.460264,0.021563,0.0,0.417806,0.502723
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.04781,0.970237,Recession,0.029115,0.038002,0.444286,-0.045712,0.103941
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.04781,0.970237,Time_Trend,0.000323,0.000206,0.117156,-8.2e-05,0.000728
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.04781,0.970237,Post1973,-0.056517,0.02681,0.035972,-0.109307,-0.003728
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),D,D. + trend + Recession x Post-1973,268,0.04781,0.970237,Recession_x_Post1973,-0.000664,0.04326,0.987758,-0.085844,0.084515
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,const,0.669679,0.014425,0.0,0.641272,0.698086
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Recession,-0.000223,0.015347,0.988395,-0.030446,0.029999
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Decade_1950s,-0.168814,0.017829,0.0,-0.203924,-0.133704
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Decade_1960s,-0.238209,0.017191,0.0,-0.272063,-0.204355
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Decade_1970s,-0.213425,0.024902,0.0,-0.262462,-0.164388
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Decade_1980s,-0.221424,0.030717,0.0,-0.281913,-0.160935
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Decade_1990s,-0.179901,0.030202,0.0,-0.239376,-0.120426
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Decade_2000s,-0.147165,0.034829,3.3e-05,-0.215751,-0.078579
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Decade_2010s,-0.117411,0.033982,0.000643,-0.184329,-0.050493
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Post1973,-0.027005,0.025291,0.286628,-0.076809,0.022799
Loughran-McDonald,Neg,Average of ratios,Majority of months (42 quarters),E,E. + decade FE + Recession x Post-1973,268,0.37481,1.532619,Recession_x_Post1973,0.032388,0.022752,0.155801,-0.012416,0.077192
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),A,A. Recession only,268,0.017756,0.193026,const,1.281501,0.041235,0.0,1.200312,1.36269
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),A,A. Recession only,268,0.017756,0.193026,Recession,-0.105819,0.082091,0.198499,-0.267449,0.055811
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),B,B. + linear time trend,268,0.715966,0.639259,const,0.821056,0.043502,0.0,0.735401,0.90671
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),B,B. + linear time trend,268,0.715966,0.639259,Recession,-0.011222,0.041107,0.785071,-0.09216,0.069716
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),B,B. + linear time trend,268,0.715966,0.639259,Time_Trend,0.003322,0.000224,0.0,0.002881,0.003763
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.839448,1.174494,const,0.849369,0.020083,0.0,0.809823,0.888916
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.839448,1.174494,Recession,-0.019245,0.026225,0.46372,-0.070887,0.032397
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.839448,1.174494,Decade_1950s,0.223723,0.025714,0.0,0.173087,0.274358
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.839448,1.174494,Decade_1960s,0.17646,0.042673,4.8e-05,0.09243,0.260491
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.839448,1.174494,Decade_1970s,0.116257,0.022399,0.0,0.07215,0.160364
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.839448,1.174494,Decade_1980s,0.423812,0.047561,0.0,0.330157,0.517466
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.839448,1.174494,Decade_1990s,0.596991,0.027295,0.0,0.543243,0.650738
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.839448,1.174494,Decade_2000s,0.813698,0.0351,0.0,0.744581,0.882815
Loughran-McDonald,Pos,Average of ratios,Any month (48 quarters),C,C. + decade fixed effects,268,0.839448,1.174494,Decade_2010s,0.880906,0.032056,0.0,0.817783,0.944028
